A/C,N,O,R,RU,U,UO,RO
tamarind KR,0.178130511,0.141093474,0.144620811,0.134038801,0.142857143,0.125220459,0.134038801
tamarind NR,0.021126761,0.133802817,0.126760563,0.183098592,0.133802817,0.225352113,0.176056338
aginomoto LR,0.076923077,0.230769231,0,0.153846154,0,0.461538462,0.076923077
aginomoto KR,0.14992272,0.142194745,0.14374034,0.145285935,0.142194745,0.136012365,0.14064915
aginomoto NR,0.092307692,0.107692308,0.169230769,0.123076923,0.184615385,0.138461538,0.184615385
aginomoto MR,0,0.666666667,0,0,0,0.333333333,0
spices LR,0.222222222,0.333333333,0.111111111,0,0.111111111,0.111111111,0.111111111
spices KR,0.147515528,0.142857143,0.142857143,0.141304348,0.141304348,0.139751553,0.144409938
spices NR,0.095890411,0.109589041,0.150684932,0.178082192,0.164383562,0.164383562,0.136986301
spices MR,0,0.5,0,0,0,0.5,0
coco LR,0.101010101,0.136363636,0.156565657,0.113636364,0.154040404,0.194444444,0.143939394
coco HR,0.085714286,0.085714286,0.142857143,0.2,0.171428571,0.057142857,0.257142857
coco KR,0.409448819,0.157480315,0.133858268,0.031496063,0.039370079,0.047244094,0.181102362
coco MR,0.038095238,0.133333333,0.123809524,0.304761905,0.219047619,0.057142857,0.123809524
coco NR,0.076923077,0.2,0.107692308,0.246153846,0.138461538,0.2,0.030769231
horlicks LR,0.097686375,0.143958869,0.146529563,0.149100257,0.159383033,0.172236504,0.131105398
horlicks HR,0.125,0.0625,0.125,0,0.375,0.125,0.1875
horlicks KR,0.393103448,0.144827586,0.151724138,0.04137931,0.04137931,0.055172414,0.172413793
horlicks MR,0,0.105263158,0.136842105,0.231578947,0.189473684,0.147368421,0.189473684
horlicks NR,0.084337349,0.192771084,0.120481928,0.21686747,0.144578313,0.156626506,0.084337349
boost LR,0.033898305,0.186440678,0.084745763,0.101694915,0.152542373,0.169491525,0.271186441
boost HR,0,0,0.333333333,0,0.666666667,0,0
boost MR,0.3,0.1,0.2,0,0.2,0.2,0
boost KR,0.172043011,0.134408602,0.14516129,0.163082437,0.120071685,0.137992832,0.127240143
boost NR,0.030612245,0.173469388,0.153061224,0.071428571,0.244897959,0.153061224,0.173469388
nuts LR,0.057324841,0.140127389,0.127388535,0.159235669,0.165605096,0.203821656,0.146496815
nuts HR,0.071428571,0.119047619,0.166666667,0.285714286,0.19047619,0.023809524,0.142857143
nuts MR,0.04494382,0.146067416,0.146067416,0.191011236,0.146067416,0.08988764,0.235955056
nuts KR,0.329787234,0.127659574,0.132978723,0.10106383,0.111702128,0.132978723,0.063829787
nuts NR,0.103174603,0.158730159,0.154761905,0.123015873,0.142857143,0.150793651,0.166666667
runningnose YES,0.007518797,0.045112782,0.30075188,0.338345865,0.003759398,0,0.304511278
runningnose NO,0.220779221,0.199134199,0.051948052,0.03030303,0.222943723,0.225108225,0.04978355
sneeze YES,0,0.056179775,0.303370787,0.329588015,0,0,0.310861423
sneeze NO,0.225596529,0.193058568,0.04989154,0.034707158,0.225596529,0.225596529,0.045553145
cough YES,0,0.081967213,0.234972678,0.344262295,0,0.016393443,0.322404372
cough NO,0.190825688,0.163302752,0.111926606,0.075229358,0.190825688,0.185321101,0.082568807
wheezeBlocks YES,0,0.109704641,0.248945148,0.329113924,0.004219409,0.012658228,0.29535865
wheezeBlocks NO,0.211812627,0.15885947,0.091649695,0.052953157,0.209775967,0.205702648,0.069246436
headache YES,0,0.038709677,0.167741935,0.419354839,0,0.006451613,0.367741935
headache NO,0.181500873,0.171029668,0.136125654,0.068062827,0.181500873,0.179755672,0.082024433
itching YES,0.005617978,0.151685393,0.002808989,0.266853933,0.280898876,0.286516854,0.005617978
itching NO,0.274193548,0.134408602,0.27688172,0.024193548,0.010752688,0.005376344,0.274193548
swelling YES,0,0.093167702,0,0.397515528,0.260869565,0.248447205,0
swelling NO,0.183421517,0.15696649,0.183421517,0.070546737,0.109347443,0.11287478,0.183421517
redrashes YES,0,0.085714286,0,0.464285714,0.2,0.25,0
redrashes NO,0.176870748,0.156462585,0.176870748,0.066326531,0.129251701,0.117346939,0.176870748
Age G3,0.142857143,0.123015873,0.119047619,0.21031746,0.111111111,0.198412698,0.095238095
Age G5,0.25,0.068181818,0.159090909,0.136363636,0.136363636,0.181818182,0.068181818
Age NO,0,0.5,0,0,0.5,0,0
Age G4,0.195652174,0.22826087,0.097826087,0.141304348,0.163043478,0.065217391,0.108695652
Age G1,0.168539326,0.179775281,0.146067416,0.101123596,0.123595506,0.168539326,0.112359551
Age G2,0.096385542,0.128514056,0.180722892,0.092369478,0.172690763,0.100401606,0.228915663
Sex F,0.140350877,0.135338346,0.120300752,0.157894737,0.167919799,0.140350877,0.137844612
Sex M,0.145896657,0.151975684,0.170212766,0.124620061,0.112462006,0.145896657,0.14893617
Fhistory YES,0,0.153674833,0.106904232,0.213808463,0.140311804,0.153674833,0.231625835
Fhistory NO,0.372759857,0.125448029,0.200716846,0.028673835,0.146953405,0.125448029,0
