A/C,N,O,R,RU,U,UO,RO
banana MR,0.018518519,0.12962963,0.333333333,0.111111111,0.259259259,0.055555556,0.092592593
banana NR,0.037037037,0.212121212,0.259259259,0.063973064,0.265993266,0.074074074,0.087542088
beans LR,0.037974684,0.17721519,0.202531646,0.063291139,0.265822785,0.139240506,0.113924051
beans HR,0,0.333333333,0,0.166666667,0.5,0,0
beans KR,0.150470219,0.153605016,0.225705329,0.07523511,0.228840125,0.068965517,0.097178683
beans MR,0,0.433333333,0.066666667,0.066666667,0.366666667,0,0.066666667
beans NR,0.047457627,0.213559322,0.261016949,0.081355932,0.257627119,0.06440678,0.074576271
beetroot LR,0,0.2,0.3,0.1,0.2,0.05,0.15
beetroot HR,0,0,0.25,0,0.5,0,0.25
beetroot KR,0.094435076,0.195615514,0.231028668,0.072512648,0.246205734,0.075885329,0.084317032
beetroot MR,0.111111111,0.333333333,0.111111111,0,0.222222222,0.111111111,0.111111111
beetroot NR,0.077669903,0.174757282,0.213592233,0.106796117,0.291262136,0.048543689,0.087378641
brinjal LR,0,0.142857143,0.142857143,0.285714286,0.428571429,0,0
brinjal KR,0.094427245,0.198142415,0.232198142,0.078947368,0.243034056,0.068111455,0.085139319
brinjal NR,0.054054054,0.162162162,0.216216216,0.040540541,0.297297297,0.108108108,0.121621622
brinjal MR,0,0,0,0,1,0,0
cabbage LR,0.071428571,0.214285714,0.285714286,0.095238095,0.285714286,0.023809524,0.023809524
cabbage HR,0,0,0.333333333,0,0.666666667,0,0
cabbage KR,0.111801242,0.175983437,0.207039337,0.070393375,0.258799172,0.070393375,0.105590062
cabbage MR,0.045454545,0.363636364,0.227272727,0.045454545,0.272727273,0,0.045454545
cabbage NR,0.039106145,0.217877095,0.273743017,0.094972067,0.217877095,0.094972067,0.061452514
capsicum LR,0.022988506,0.275862069,0.183908046,0.137931034,0.252873563,0.045977011,0.08045977
capsicum HR,0,0,0.307692308,0.153846154,0.384615385,0.076923077,0.076923077
capsicum KR,0.386138614,0.148514851,0.128712871,0.02970297,0.188118812,0.02970297,0.089108911
capsicum MR,0.105263158,0.184210526,0.131578947,0.105263158,0.368421053,0.026315789,0.078947368
capsicum NR,0.040816327,0.193877551,0.263265306,0.071428571,0.253061224,0.087755102,0.089795918
chillie LR,0,0.058823529,0.117647059,0.235294118,0.352941176,0.117647059,0.117647059
chillie HR,0,0.8,0,0,0.2,0,0
chillie KR,0.103986135,0.190641248,0.223570191,0.071057192,0.242634315,0.072790295,0.095320624
chillie MR,0,0.142857143,0.285714286,0.142857143,0.285714286,0.142857143,0
chillie NR,0.040650407,0.203252033,0.276422764,0.081300813,0.284552846,0.056910569,0.056910569
cauliflower LR,0.045454545,0.181818182,0.136363636,0.090909091,0.272727273,0.136363636,0.136363636
cauliflower HR,0,0,0.333333333,0,0.333333333,0,0.333333333
cauliflower KR,0.104304636,0.183774834,0.23013245,0.072847682,0.243377483,0.074503311,0.091059603
cauliflower MR,0,0,0.4,0,0.6,0,0
cauliflower NR,0.010526316,0.273684211,0.231578947,0.105263158,0.284210526,0.042105263,0.052631579
carrot LR,0,0.111111111,0.222222222,0.222222222,0.333333333,0.111111111,0
carrot KR,0.093603744,0.196567863,0.224648986,0.071762871,0.252730109,0.074882995,0.085803432
carrot NR,0.064935065,0.181818182,0.25974026,0.103896104,0.233766234,0.038961039,0.116883117
carrot MR,0,0,0.5,0,0.5,0,0
chowchow LR,0.090909091,0.106060606,0.272727273,0.121212121,0.227272727,0.090909091,0.090909091
chowchow HR,0,0.142857143,0.285714286,0,0.571428571,0,0
chowchow MR,0.024390244,0.170731707,0.243902439,0.12195122,0.268292683,0.048780488,0.12195122
chowchow KR,0.417582418,0.131868132,0.186813187,0.043956044,0.131868132,0.043956044,0.043956044
chowchow NR,0.038167939,0.217557252,0.229007634,0.074427481,0.270992366,0.076335878,0.09351145
corn LR,0.025641026,0.205128205,0.179487179,0.08974359,0.307692308,0.102564103,0.08974359
corn HR,0.04,0.08,0.32,0.08,0.28,0.08,0.12
corn MR,0.058139535,0.151162791,0.220930233,0.093023256,0.325581395,0.046511628,0.104651163
corn KR,0.38,0.16,0.24,0.03,0.09,0.06,0.04
corn NR,0.046961326,0.215469613,0.243093923,0.080110497,0.254143646,0.066298343,0.093922652
cucumber LR,0.010752688,0.172043011,0.258064516,0.107526882,0.258064516,0.11827957,0.075268817
cucumber HR,0,0,0,0.25,0.25,0.25,0.25
cucumber KR,0.2,0.210810811,0.216216216,0.048648649,0.183783784,0.043243243,0.097297297
cucumber MR,0.129032258,0.096774194,0.096774194,0.096774194,0.322580645,0.096774194,0.161290323
cucumber NR,0.055288462,0.199519231,0.240384615,0.079326923,0.276442308,0.069711538,0.079326923
drumstick LR,0.052631579,0.157894737,0.263157895,0,0.263157895,0.210526316,0.052631579
drumstick HR,0.5,0,0,0,0,0.5,0
drumstick KR,0.101243339,0.188277087,0.229129663,0.078152753,0.245115453,0.063943162,0.094138544
drumstick MR,0,0.166666667,0,0.333333333,0.333333333,0,0.166666667
drumstick NR,0.043165468,0.223021583,0.237410072,0.071942446,0.28057554,0.079136691,0.064748201
greens LR,0,0,0.25,0.25,0.375,0,0.125
greens KR,0.09063893,0.19910847,0.227340267,0.069836553,0.252600297,0.071322437,0.089153046
greens NR,0.085106383,0.14893617,0.255319149,0.14893617,0.212765957,0.085106383,0.063829787
greens MR,0,0,0,0,1,0,0
gourds LR,0.034883721,0.156976744,0.279069767,0.087209302,0.273255814,0.081395349,0.087209302
gourds HR,0,0.275862069,0.275862069,0.172413793,0.206896552,0.034482759,0.034482759
gourds KR,0.37254902,0.098039216,0.205882353,0.068627451,0.147058824,0.039215686,0.068627451
gourds MR,0.073770492,0.163934426,0.196721311,0.106557377,0.295081967,0.090163934,0.073770492
gourds NR,0.039473684,0.25,0.217105263,0.052631579,0.263157895,0.072368421,0.105263158
kovaikai LR,0.074074074,0.185185185,0.222222222,0.111111111,0.296296296,0.037037037,0.074074074
kovaikai HR,0,0,0.5,0,0.5,0,0
kovaikai KR,0.104627767,0.195171026,0.213279678,0.08249497,0.247484909,0.068410463,0.088531187
kovaikai MR,0.125,0.375,0.25,0,0.125,0.125,0
kovaikai NR,0.051282051,0.184615385,0.266666667,0.061538462,0.261538462,0.082051282,0.092307692
kothavarai LR,0.071428571,0.285714286,0.178571429,0.035714286,0.214285714,0.107142857,0.107142857
kothavarai HR,0,0.333333333,0,0,0.666666667,0,0
kothavarai MR,0,0,0.142857143,0.142857143,0.285714286,0.285714286,0.142857143
kothavarai KR,0.097478992,0.194957983,0.245378151,0.080672269,0.233613445,0.057142857,0.090756303
kothavarai NR,0.052083333,0.166666667,0.15625,0.0625,0.364583333,0.135416667,0.0625
Lfinger LR,0.074074074,0.296296296,0.148148148,0.148148148,0.185185185,0.037037037,0.111111111
Lfinger HR,0.333333333,0.333333333,0,0,0.333333333,0,0
Lfinger KR,0.10106383,0.184397163,0.234042553,0.076241135,0.24822695,0.069148936,0.086879433
Lfinger MR,0,0.333333333,0.333333333,0,0.333333333,0,0
Lfinger NR,0.037878788,0.204545455,0.227272727,0.068181818,0.28030303,0.090909091,0.090909091
malli LR,0.333333333,0.111111111,0,0.222222222,0.222222222,0,0.111111111
malli HR,0.333333333,0,0.333333333,0,0,0.333333333,0
malli MR,0,0,0,0.5,0.5,0,0
malli KR,0.089665653,0.194528875,0.237082067,0.075987842,0.246200608,0.072948328,0.083586626
malli NR,0.035087719,0.210526316,0.175438596,0.052631579,0.333333333,0.052631579,0.140350877
mango LR,0.029126214,0.184466019,0.223300971,0.097087379,0.281553398,0.106796117,0.077669903
mango HR,0,0,0.125,0,0.5,0,0.375
mango MR,0.022727273,0.204545455,0.159090909,0.136363636,0.272727273,0.045454545,0.159090909
mango KR,0.679245283,0.150943396,0.075471698,0.037735849,0.056603774,0,0
mango NR,0.047984645,0.201535509,0.253358925,0.07293666,0.261036468,0.074856046,0.088291747
mushroom LR,0.102564103,0.205128205,0.153846154,0.128205128,0.333333333,0.051282051,0.025641026
mushroom HR,0,0,0,0,1,0,0
mushroom KR,0.0997921,0.182952183,0.222453222,0.06029106,0.257796258,0.074844075,0.101871102
mushroom MR,0,0.222222222,0.111111111,0,0.555555556,0.111111111,0
mushroom NR,0.065656566,0.217171717,0.267676768,0.111111111,0.202020202,0.065656566,0.070707071
nuckol LR,0.018518519,0.074074074,0.222222222,0.111111111,0.407407407,0.092592593,0.074074074
nuckol HR,0,0.428571429,0.142857143,0.142857143,0,0,0.285714286
nuckol MR,0.064516129,0.193548387,0.258064516,0.161290323,0.258064516,0,0.064516129
nuckol KR,0.11971831,0.220657277,0.20657277,0.063380282,0.241784038,0.0657277,0.082159624
nuckol NR,0.052132701,0.161137441,0.274881517,0.08056872,0.241706161,0.090047393,0.099526066
onion LR,0,0.2,0.25,0.05,0.35,0.1,0.05
onion HR,0,0.5,0,0,0.5,0,0
onion MR,0,0.222222222,0.333333333,0.111111111,0.222222222,0.111111111,0
onion KR,0.109589041,0.191780822,0.217465753,0.071917808,0.253424658,0.070205479,0.085616438
onion NR,0.00877193,0.192982456,0.280701754,0.105263158,0.228070175,0.070175439,0.114035088
peas LR,0.046511628,0.174418605,0.186046512,0.11627907,0.360465116,0.046511628,0.069767442
peas HR,0.222222222,0,0.222222222,0.111111111,0.222222222,0.111111111,0.111111111
peas KR,0.35,0.175,0.075,0.058333333,0.208333333,0.075,0.058333333
peas MR,0.090909091,0.045454545,0.181818182,0.090909091,0.363636364,0.090909091,0.136363636
peas NR,0.030487805,0.211382114,0.276422764,0.073170732,0.239837398,0.073170732,0.095528455
potroot LR,0,0.148148148,0.222222222,0.222222222,0.185185185,0.111111111,0.111111111
potroot HR,0,0,0,1,0,0,0
potroot MR,0,0,0,0.666666667,0.333333333,0,0
potroot KR,0.097315436,0.187919463,0.236577181,0.065436242,0.25,0.070469799,0.092281879
potroot NR,0.068627451,0.245098039,0.196078431,0.078431373,0.284313725,0.068627451,0.058823529
paneer LR,0.117647059,0.117647059,0.235294118,0.088235294,0.294117647,0.058823529,0.088235294
paneer HR,0,0.2,0.2,0.2,0,0.2,0.2
paneer KR,0.101626016,0.191056911,0.237804878,0.073170732,0.239837398,0.069105691,0.087398374
paneer MR,0.157894737,0.210526316,0.105263158,0.105263158,0.263157895,0.052631579,0.105263158
paneer NR,0.044692737,0.212290503,0.217877095,0.078212291,0.284916201,0.078212291,0.083798883
potato LR,0.02173913,0.152173913,0.239130435,0.086956522,0.282608696,0.108695652,0.108695652
potato HR,0,0,0,0,0.75,0,0.25
potato MR,0.043478261,0.260869565,0.217391304,0.130434783,0.217391304,0.043478261,0.086956522
potato KR,0.141666667,0.177777778,0.222222222,0.083333333,0.233333333,0.052777778,0.088888889
potato NR,0.040540541,0.216216216,0.239864865,0.064189189,0.266891892,0.091216216,0.081081081
pumkin LR,0.01,0.19,0.22,0.07,0.39,0.06,0.06
pumkin HR,0,0.125,0.375,0.125,0.25,0,0.125
pumkin MR,0.058823529,0.058823529,0.205882353,0.176470588,0.235294118,0.205882353,0.058823529
pumkin KR,0.596774194,0.096774194,0.096774194,0.032258065,0.096774194,0.016129032,0.064516129
pumkin NR,0.047619048,0.215238095,0.245714286,0.076190476,0.245714286,0.072380952,0.097142857
pudina LR,0,0,0.2,0,0.4,0.4,0
pudina KR,0.095826893,0.202472952,0.224111283,0.072642968,0.250386399,0.069551777,0.085007728
pudina NR,0.038961039,0.12987013,0.272727273,0.116883117,0.25974026,0.064935065,0.116883117
radish LR,0,0,0.166666667,0.333333333,0.5,0,0
radish HR,0,0.333333333,0,0,0.666666667,0,0
radish MR,0,0.25,0,0.25,0,0.5,0
radish KR,0.092814371,0.196107784,0.233532934,0.068862275,0.248502994,0.068862275,0.091317365
radish NR,0.0625,0.166666667,0.208333333,0.145833333,0.270833333,0.083333333,0.0625
tomato LR,0.016949153,0.118644068,0.169491525,0.084745763,0.305084746,0.169491525,0.13559322
tomato HR,0,0,0,0,0.75,0.25,0
tomato KR,0.111578947,0.206315789,0.223157895,0.075789474,0.242105263,0.056842105,0.084210526
tomato MR,0.047619048,0.142857143,0.142857143,0.047619048,0.476190476,0.047619048,0.095238095
tomato NR,0.058823529,0.194117647,0.282352941,0.082352941,0.223529412,0.076470588,0.082352941
tondaikai LR,0.035874439,0.206278027,0.219730942,0.098654709,0.295964126,0.076233184,0.067264574
tondaikai HR,0.025641026,0.256410256,0.179487179,0.076923077,0.307692308,0,0.153846154
tondaikai MR,0.087248322,0.161073826,0.268456376,0.100671141,0.248322148,0.040268456,0.093959732
tondaikai KR,0.790697674,0.093023256,0.046511628,0,0.069767442,0,0
tondaikai NR,0.032727273,0.207272727,0.250909091,0.058181818,0.24,0.105454545,0.105454545
vazpooThandu LR,0.040816327,0.102040816,0.272108844,0.142857143,0.292517007,0.068027211,0.081632653
vazpooThandu HR,0.035714286,0.25,0.25,0,0.357142857,0,0.107142857
vazpooThandu MR,0.027777778,0.166666667,0.166666667,0.083333333,0.291666667,0.152777778,0.111111111
vazpooThandu KR,0.21559633,0.197247706,0.211009174,0.027522936,0.206422018,0.055045872,0.087155963
vazpooThandu NR,0.034090909,0.242424242,0.234848485,0.087121212,0.246212121,0.071969697,0.083333333
yams LR,0.069306931,0.108910891,0.316831683,0.059405941,0.306930693,0.059405941,0.079207921
yams HR,0,0.117647059,0.117647059,0.117647059,0.352941176,0.176470588,0.117647059
yams MR,0.042253521,0.183098592,0.169014085,0.084507042,0.309859155,0.084507042,0.126760563
yams KR,0.790697674,0.093023256,0.046511628,0.023255814,0.046511628,0,0
yams NR,0.042253521,0.22334004,0.23943662,0.08249497,0.247484909,0.07444668,0.09054326
gram LR,0.035294118,0.129411765,0.317647059,0.058823529,0.235294118,0.117647059,0.105882353
gram HR,0,0.1,0.3,0.1,0.3,0.1,0.1
gram MR,0.052631579,0.210526316,0.236842105,0.078947368,0.315789474,0.052631579,0.052631579
gram KR,0.196428571,0.183035714,0.178571429,0.071428571,0.254464286,0.040178571,0.075892857
gram NR,0.043010753,0.215053763,0.23655914,0.083333333,0.247311828,0.080645161,0.094086022
channa LR,0,0.333333333,0.444444444,0.111111111,0.111111111,0,0
channa HR,0,0,0,0,1,0,0
channa MR,0,0,0,0.5,0.5,0,0
channa KR,0.095541401,0.189490446,0.227707006,0.081210191,0.25,0.070063694,0.085987261
channa NR,0.056179775,0.213483146,0.224719101,0.033707865,0.269662921,0.08988764,0.112359551
dhal LR,0,0.157894737,0.105263158,0.105263158,0.526315789,0.052631579,0.052631579
dhal HR,0,0,0.25,0,0.5,0,0.25
dhal MR,0,0.357142857,0.071428571,0.071428571,0.428571429,0.071428571,0
dhal KR,0.107468124,0.187613843,0.229508197,0.080145719,0.229508197,0.069216758,0.096539162
dhal NR,0.041958042,0.20979021,0.258741259,0.062937063,0.27972028,0.083916084,0.062937063
maida LR,0,0,0.4,0,0.4,0,0.2
maida KR,0.103559871,0.197411003,0.233009709,0.069579288,0.234627832,0.071197411,0.090614887
maida NR,0.009433962,0.179245283,0.198113208,0.122641509,0.349056604,0.075471698,0.066037736
oats LR,0.034883721,0.186046512,0.209302326,0.081395349,0.26744186,0.127906977,0.093023256
oats HR,0.058823529,0.117647059,0.235294118,0.058823529,0.470588235,0,0.058823529
oats MR,0,0.119047619,0.238095238,0.119047619,0.404761905,0.071428571,0.047619048
oats KR,0.358490566,0.141509434,0.150943396,0.028301887,0.160377358,0.037735849,0.122641509
oats NR,0.048117155,0.215481172,0.248953975,0.083682008,0.248953975,0.071129707,0.083682008
ragi LR,0.022988506,0.149425287,0.298850575,0.068965517,0.298850575,0.103448276,0.057471264
ragi HR,0.142857143,0,0.142857143,0,0.714285714,0,0
ragi MR,0,0.102040816,0.306122449,0.102040816,0.306122449,0.12244898,0.06122449
ragi KR,0.21,0.18,0.215,0.075,0.205,0.055,0.06
ragi NR,0.051813472,0.225388601,0.212435233,0.077720207,0.251295337,0.067357513,0.113989637
rice LR,0.028169014,0.281690141,0.14084507,0.042253521,0.394366197,0.098591549,0.014084507
rice HR,0,0.428571429,0.142857143,0,0.428571429,0,0
rice KR,0.146974063,0.167146974,0.268011527,0.095100865,0.198847262,0.040345821,0.083573487
rice MR,0,0.37037037,0.074074074,0.037037037,0.333333333,0.111111111,0.074074074
